identifier,rank,cons,inhS,minS,cov,score,covQuality,div,runTime
Gr-Def-Dyn-InvSim-0.0-1.0,1,0.45,0.68,0.46,0.85,0.57,0.65,0.79,22.5
Gr-Def-Dyn-InvSim-0.0-1.0,2,0.33,0.67,0.33,0.85,0.5,0.59,0.76,22.5
Gr-Def-Dyn-InvSim-0.0-1.0,3,0.28,0.65,0.3,0.87,0.47,0.58,0.74,22.98
Gr-Def-Dyn-InvSim-0.0-1.0,4,0.27,0.63,0.27,0.88,0.45,0.58,0.72,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,5,0.25,0.62,0.27,0.89,0.43,0.58,0.71,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,6,0.29,0.64,0.3,0.89,0.47,0.59,0.71,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,7,0.22,0.59,0.22,0.89,0.4,0.55,0.7,23.66
Gr-Def-Dyn-InvSim-0.0-1.0,8,0.24,0.64,0.28,0.89,0.44,0.59,0.7,23.66
Gr-Def-Dyn-InvSim-0.0-1.0,9,0.23,0.57,0.26,0.89,0.4,0.57,0.69,23.66
Gr-Def-Def-InvSim-0.6-0.0,0,0.91,0.94,0.87,0.56,0.93,0.71,0.0,2.86
Gr-Def-Def-InvSim-0.6-0.0,1,0.87,0.81,0.68,0.5,0.84,0.59,0.93,2.86
Gr-Def-Def-InvSim-0.6-0.0,2,0.88,0.73,0.75,0.37,0.81,0.56,0.95,2.86
Gr-Def-Def-InvSim-0.6-0.0,3,0.9,0.72,0.71,0.24,0.81,0.47,0.97,2.81
Gr-Def-Def-InvSim-0.6-0.0,4,0.91,0.67,0.75,0.19,0.79,0.47,0.97,2.71
Gr-Def-Def-InvSim-0.6-0.0,5,0.95,0.65,0.85,0.1,0.8,0.48,0.98,2.71
Gr-Def-Def-InvSim-0.6-0.0,6,0.96,0.63,0.86,0.08,0.79,0.47,0.98,2.71
Gr-Def-Def-InvSim-0.6-0.0,7,0.95,0.58,0.9,0.12,0.77,0.51,0.99,2.71
Gr-Def-Def-InvSim-0.6-0.0,8,0.92,0.53,0.8,0.11,0.73,0.45,0.99,2.71
Gr-Def-Def-InvSim-0.6-0.0,9,0.95,0.5,0.86,0.12,0.73,0.49,0.99,2.71
Gr-Def-Def-InvSim-0.4-0.9,0,0.61,0.85,0.56,0.97,0.73,0.76,0.0,10.45
Gr-Def-Def-InvSim-0.4-0.9,1,0.48,0.68,0.46,0.96,0.58,0.71,0.68,10.45
Gr-Def-Def-InvSim-0.4-0.9,2,0.39,0.65,0.37,0.96,0.52,0.66,0.67,10.47
Gr-Def-Def-InvSim-0.4-0.9,3,0.27,0.66,0.35,0.95,0.47,0.65,0.66,10.02
Gr-Def-Def-InvSim-0.4-0.9,4,0.29,0.65,0.31,0.95,0.47,0.63,0.65,10.02
Gr-Def-Def-InvSim-0.4-0.9,5,0.25,0.59,0.28,0.95,0.42,0.61,0.65,10.02
Gr-Def-Def-InvSim-0.4-0.9,6,0.26,0.63,0.28,0.95,0.45,0.62,0.64,10.02
Gr-Def-Def-InvSim-0.4-0.9,7,0.23,0.63,0.34,0.95,0.43,0.64,0.63,10.02
Gr-Def-Def-InvSim-0.4-0.9,8,0.25,0.62,0.24,0.95,0.43,0.59,0.64,9.78
Gr-Def-Def-InvSim-0.4-0.9,9,0.24,0.61,0.28,0.95,0.42,0.62,0.63,9.78
Gr-Def-Def-InvSim-0.4-0.0,0,0.69,0.88,0.65,0.79,0.78,0.72,0.0,5.66
Gr-Def-Def-InvSim-0.4-0.0,1,0.75,0.74,0.63,0.61,0.75,0.62,0.91,5.66
Gr-Def-Def-InvSim-0.4-0.0,2,0.73,0.65,0.64,0.48,0.69,0.56,0.92,5.56
Gr-Def-Def-InvSim-0.4-0.0,3,0.8,0.62,0.73,0.31,0.71,0.52,0.93,5.05
Gr-Def-Def-InvSim-0.4-0.0,4,0.9,0.61,0.87,0.22,0.76,0.55,0.94,5.05
Gr-Def-Def-InvSim-0.4-0.0,5,0.84,0.54,0.69,0.17,0.69,0.43,0.96,5.05
Gr-Def-Def-InvSim-0.4-0.0,6,0.87,0.56,0.75,0.17,0.71,0.46,0.96,5.05
Gr-Def-Def-InvSim-0.4-0.0,7,0.82,0.54,0.67,0.13,0.68,0.4,0.96,4.73
Gr-Def-Def-InvSim-0.4-0.0,8,0.78,0.47,0.63,0.19,0.62,0.41,0.98,4.15
Gr-Def-Def-InvSim-0.4-0.0,9,0.89,0.43,0.8,0.11,0.66,0.45,0.98,3.65
Gr-Def-Def-InvSim-0.0-1.0,0,0.49,0.84,0.53,1.0,0.66,0.77,0.0,10.59
Gr-Def-Def-InvSim-0.0-1.0,1,0.42,0.68,0.43,1.0,0.55,0.72,0.63,10.59
Gr-Def-Def-InvSim-0.0-1.0,2,0.32,0.65,0.34,1.0,0.48,0.67,0.63,10.58
Gr-Def-Def-InvSim-0.0-1.0,3,0.23,0.66,0.34,1.0,0.45,0.67,0.62,10.14
Gr-Def-Def-InvSim-0.0-1.0,4,0.29,0.65,0.3,1.0,0.47,0.65,0.61,10.14
Gr-Def-Def-InvSim-0.0-1.0,5,0.24,0.6,0.26,1.0,0.42,0.63,0.6,10.14
Gr-Def-Def-InvSim-0.0-1.0,6,0.25,0.63,0.29,1.0,0.44,0.65,0.59,10.14
Gr-Def-Def-InvSim-0.0-1.0,7,0.24,0.65,0.31,1.0,0.44,0.65,0.59,10.14
Gr-Def-Def-InvSim-0.0-1.0,8,0.24,0.6,0.21,1.0,0.42,0.61,0.59,9.88
Gr-Def-Def-InvSim-0.0-1.0,9,0.23,0.61,0.26,1.0,0.42,0.63,0.59,9.88
Gr*-Divf-Dyn-InvSim-0.6-0.0,0,0.99,0.93,1.0,0.49,0.96,0.75,0.0,97.48
Gr*-Divf-Dyn-InvSim-0.6-0.0,1,1.0,0.84,1.0,0.44,0.92,0.72,0.86,97.48
Gr*-Divf-Dyn-InvSim-0.6-0.0,2,1.0,0.79,1.0,0.4,0.89,0.7,0.88,97.48
Gr*-Divf-Dyn-InvSim-0.6-0.0,3,0.97,0.79,0.94,0.41,0.88,0.67,0.9,97.48
Gr*-Divf-Dyn-InvSim-0.6-0.0,4,0.99,0.74,0.99,0.33,0.86,0.66,0.91,99.7
Gr*-Divf-Dyn-InvSim-0.6-0.0,5,0.99,0.69,0.98,0.33,0.84,0.65,0.92,102.07
Gr*-Divf-Dyn-InvSim-0.6-0.0,6,0.99,0.65,1.0,0.25,0.82,0.62,0.93,102.07
Gr*-Divf-Dyn-InvSim-0.6-0.0,7,0.99,0.62,0.98,0.23,0.81,0.6,0.94,102.07
Gr*-Divf-Dyn-InvSim-0.6-0.0,8,0.95,0.63,0.9,0.2,0.79,0.55,0.95,102.07
Gr*-Divf-Dyn-InvSim-0.6-0.0,9,0.93,0.59,0.8,0.15,0.76,0.48,0.95,104.51
Gr*-Divf-Dyn-InvSim-0.4-0.9,0,0.61,0.85,0.56,0.94,0.73,0.75,0.0,603.66
Gr*-Divf-Dyn-InvSim-0.4-0.9,1,0.59,0.74,0.53,0.85,0.66,0.69,0.62,603.66
Gr*-Divf-Dyn-InvSim-0.4-0.9,2,0.47,0.72,0.52,0.86,0.6,0.69,0.59,603.66
Gr*-Divf-Dyn-InvSim-0.4-0.9,3,0.44,0.68,0.48,0.88,0.56,0.68,0.59,617.67
Gr*-Divf-Dyn-InvSim-0.4-0.9,4,0.39,0.68,0.48,0.87,0.53,0.68,0.61,632.36
Gr*-Divf-Dyn-InvSim-0.4-0.9,5,0.37,0.64,0.48,0.87,0.51,0.68,0.62,632.36
Gr*-Divf-Dyn-InvSim-0.4-0.9,6,0.35,0.65,0.44,0.86,0.5,0.65,0.63,632.36
Gr*-Divf-Dyn-InvSim-0.4-0.9,7,0.3,0.68,0.42,0.87,0.49,0.64,0.65,647.71
Gr*-Divf-Dyn-InvSim-0.4-0.9,8,0.29,0.66,0.4,0.86,0.47,0.63,0.66,647.71
Gr*-Divf-Dyn-InvSim-0.4-0.9,9,0.28,0.61,0.36,0.86,0.44,0.61,0.67,647.71
Gr*-Divf-Dyn-InvSim-0.4-0.0,0,0.99,0.89,1.0,0.48,0.94,0.74,0.0,99.91
Gr*-Divf-Dyn-InvSim-0.4-0.0,1,0.99,0.81,1.0,0.43,0.9,0.72,0.87,99.91
Gr*-Divf-Dyn-InvSim-0.4-0.0,2,0.95,0.75,0.95,0.48,0.85,0.71,0.88,99.91
Gr*-Divf-Dyn-InvSim-0.4-0.0,3,0.95,0.74,0.9,0.47,0.84,0.68,0.89,102.21
Gr*-Divf-Dyn-InvSim-0.4-0.0,4,0.99,0.71,0.98,0.29,0.85,0.63,0.91,104.62
Gr*-Divf-Dyn-InvSim-0.4-0.0,5,0.95,0.71,0.9,0.36,0.83,0.63,0.92,104.62
Gr*-Divf-Dyn-InvSim-0.4-0.0,6,0.97,0.66,0.93,0.24,0.81,0.59,0.93,104.62
Gr*-Divf-Dyn-InvSim-0.4-0.0,7,0.93,0.67,0.91,0.27,0.8,0.59,0.93,109.75
Gr*-Divf-Dyn-InvSim-0.4-0.0,8,0.95,0.61,0.89,0.22,0.78,0.55,0.94,109.75
Gr*-Divf-Dyn-InvSim-0.4-0.0,9,0.83,0.64,0.75,0.26,0.74,0.5,0.94,115.45
Gr*-Divf-Dyn-InvSim-0.0-1.0,0,0.59,0.84,0.55,0.96,0.72,0.76,0.0,608.2
Gr*-Divf-Dyn-InvSim-0.0-1.0,1,0.52,0.74,0.52,0.86,0.63,0.69,0.57,608.2
Gr*-Divf-Dyn-InvSim-0.0-1.0,2,0.45,0.7,0.48,0.88,0.57,0.68,0.56,608.2
Gr*-Divf-Dyn-InvSim-0.0-1.0,3,0.4,0.68,0.47,0.9,0.54,0.69,0.57,622.33
Gr*-Divf-Dyn-InvSim-0.0-1.0,4,0.37,0.68,0.46,0.89,0.52,0.68,0.58,637.12
Gr*-Divf-Dyn-InvSim-0.0-1.0,5,0.33,0.67,0.45,0.89,0.5,0.67,0.6,637.12
Gr*-Divf-Dyn-InvSim-0.0-1.0,6,0.3,0.68,0.42,0.88,0.49,0.65,0.62,637.12
Gr*-Divf-Dyn-InvSim-0.0-1.0,7,0.29,0.67,0.39,0.89,0.48,0.64,0.63,652.59
Gr*-Divf-Dyn-InvSim-0.0-1.0,8,0.26,0.63,0.39,0.89,0.45,0.64,0.64,652.59
Gr*-Divf-Dyn-InvSim-0.0-1.0,9,0.24,0.62,0.34,0.89,0.43,0.61,0.65,652.59
Gr*-Divf-Def-InvSim-0.6-0.0,0,0.98,0.95,1.0,0.48,0.96,0.74,0.0,25.55
Gr*-Divf-Def-InvSim-0.6-0.0,1,1.0,0.81,1.0,0.43,0.91,0.72,0.86,25.55
Gr*-Divf-Def-InvSim-0.6-0.0,2,0.97,0.8,0.95,0.45,0.88,0.7,0.87,25.55
Gr*-Divf-Def-InvSim-0.6-0.0,3,0.99,0.75,0.97,0.38,0.87,0.68,0.89,26.09
Gr*-Divf-Def-InvSim-0.6-0.0,4,0.98,0.71,0.98,0.36,0.84,0.67,0.9,26.69
Gr*-Divf-Def-InvSim-0.6-0.0,5,0.98,0.67,0.98,0.28,0.83,0.63,0.92,26.69
Gr*-Divf-Def-InvSim-0.6-0.0,6,0.96,0.63,0.92,0.31,0.79,0.62,0.93,26.69
Gr*-Divf-Def-InvSim-0.6-0.0,7,0.93,0.59,0.89,0.29,0.76,0.59,0.94,26.69
Gr*-Divf-Def-InvSim-0.6-0.0,8,0.86,0.68,0.72,0.27,0.77,0.49,0.94,26.69
Gr*-Divf-Def-InvSim-0.6-0.0,9,0.85,0.62,0.63,0.21,0.73,0.42,0.95,27.32
Gr*-Divf-Def-InvSim-0.4-0.9,0,0.64,0.84,0.57,0.96,0.74,0.77,0.0,71.95
Gr*-Divf-Def-InvSim-0.4-0.9,1,0.59,0.77,0.54,0.97,0.68,0.75,0.34,71.95
Gr*-Divf-Def-InvSim-0.4-0.9,2,0.49,0.75,0.53,0.96,0.62,0.75,0.39,73.58
Gr*-Divf-Def-InvSim-0.4-0.9,3,0.44,0.73,0.52,0.96,0.59,0.74,0.44,75.24
Gr*-Divf-Def-InvSim-0.4-0.9,4,0.38,0.71,0.48,0.96,0.54,0.72,0.48,75.24
Gr*-Divf-Def-InvSim-0.4-0.9,5,0.35,0.69,0.47,0.96,0.52,0.71,0.51,75.24
Gr*-Divf-Def-InvSim-0.4-0.9,6,0.3,0.69,0.45,0.95,0.49,0.7,0.53,75.24
Gr*-Divf-Def-InvSim-0.4-0.9,7,0.28,0.68,0.37,0.96,0.48,0.66,0.55,75.24
Gr*-Divf-Def-InvSim-0.4-0.9,8,0.25,0.65,0.38,0.95,0.45,0.67,0.57,76.9
Gr*-Divf-Def-InvSim-0.4-0.9,9,0.25,0.63,0.32,0.95,0.44,0.63,0.58,76.9
Gr*-Divf-Def-InvSim-0.4-0.0,0,0.96,0.87,0.99,0.49,0.92,0.74,0.0,31.02
Gr*-Divf-Def-InvSim-0.4-0.0,1,0.96,0.76,0.95,0.5,0.86,0.72,0.84,31.02
Gr*-Divf-Def-InvSim-0.4-0.0,2,0.94,0.75,0.93,0.49,0.85,0.71,0.84,31.72
Gr*-Divf-Def-InvSim-0.4-0.0,3,0.94,0.75,0.92,0.42,0.85,0.67,0.87,32.4
Gr*-Divf-Def-InvSim-0.4-0.0,4,0.92,0.69,0.91,0.41,0.8,0.66,0.88,32.4
Gr*-Divf-Def-InvSim-0.4-0.0,5,0.87,0.66,0.88,0.41,0.77,0.65,0.9,32.4
Gr*-Divf-Def-InvSim-0.4-0.0,6,0.84,0.65,0.86,0.37,0.75,0.61,0.9,32.4
Gr*-Divf-Def-InvSim-0.4-0.0,7,0.77,0.68,0.76,0.41,0.73,0.59,0.91,33.12
Gr*-Divf-Def-InvSim-0.4-0.0,8,0.7,0.67,0.66,0.48,0.69,0.57,0.92,34.69
Gr*-Divf-Def-InvSim-0.4-0.0,9,0.65,0.66,0.62,0.46,0.65,0.54,0.92,36.35
Gr*-Divf-Def-InvSim-0.0-1.0,0,0.56,0.82,0.55,1.0,0.69,0.77,0.0,74.27
Gr*-Divf-Def-InvSim-0.0-1.0,1,0.49,0.78,0.52,1.0,0.63,0.76,0.25,74.27
Gr*-Divf-Def-InvSim-0.0-1.0,2,0.43,0.76,0.5,1.0,0.59,0.75,0.33,75.98
Gr*-Divf-Def-InvSim-0.0-1.0,3,0.41,0.71,0.49,1.0,0.56,0.74,0.4,77.69
Gr*-Divf-Def-InvSim-0.0-1.0,4,0.33,0.7,0.47,1.0,0.52,0.74,0.44,77.69
Gr*-Divf-Def-InvSim-0.0-1.0,5,0.28,0.71,0.44,1.0,0.5,0.72,0.46,77.69
Gr*-Divf-Def-InvSim-0.0-1.0,6,0.29,0.68,0.41,1.0,0.48,0.7,0.49,77.69
Gr*-Divf-Def-InvSim-0.0-1.0,7,0.27,0.66,0.39,1.0,0.47,0.69,0.5,77.69
Gr*-Divf-Def-InvSim-0.0-1.0,8,0.26,0.63,0.36,1.0,0.44,0.68,0.53,79.41
Gr*-Divf-Def-InvSim-0.0-1.0,9,0.26,0.61,0.29,1.0,0.43,0.64,0.54,79.41
GenZ-Divf-Dyn-InvSim-0.6-0.0,0,1.0,0.95,1.0,0.5,0.97,0.75,0.0,218.73
GenZ-Divf-Dyn-InvSim-0.6-0.0,1,1.0,0.84,1.0,0.48,0.92,0.74,0.81,218.73
GenZ-Divf-Dyn-InvSim-0.6-0.0,2,0.98,0.84,0.96,0.47,0.91,0.71,0.82,218.73
GenZ-Divf-Dyn-InvSim-0.6-0.0,3,1.0,0.76,1.0,0.44,0.88,0.72,0.85,223.79
GenZ-Divf-Dyn-InvSim-0.6-0.0,4,1.0,0.78,1.0,0.39,0.89,0.69,0.87,229.1
GenZ-Divf-Dyn-InvSim-0.6-0.0,5,1.0,0.72,1.0,0.39,0.86,0.69,0.89,229.1
GenZ-Divf-Dyn-InvSim-0.6-0.0,6,0.99,0.7,1.0,0.31,0.85,0.65,0.9,229.1
GenZ-Divf-Dyn-InvSim-0.6-0.0,7,1.0,0.71,1.0,0.23,0.85,0.61,0.91,234.51
GenZ-Divf-Dyn-InvSim-0.6-0.0,8,1.0,0.7,1.0,0.14,0.85,0.57,0.93,234.51
GenZ-Divf-Dyn-InvSim-0.6-0.0,9,0.97,0.66,0.93,0.12,0.81,0.53,0.94,234.51
GenZ-Divf-Dyn-InvSim-0.4-0.9,0,0.69,0.83,0.62,0.94,0.76,0.78,0.0,240.86
GenZ-Divf-Dyn-InvSim-0.4-0.9,1,0.65,0.76,0.62,0.94,0.71,0.78,0.37,240.86
GenZ-Divf-Dyn-InvSim-0.4-0.9,2,0.63,0.76,0.62,0.93,0.7,0.77,0.37,246.42
GenZ-Divf-Dyn-InvSim-0.4-0.9,3,0.61,0.73,0.62,0.92,0.67,0.77,0.4,252.19
GenZ-Divf-Dyn-InvSim-0.4-0.9,4,0.55,0.72,0.61,0.94,0.64,0.78,0.43,252.19
GenZ-Divf-Dyn-InvSim-0.4-0.9,5,0.49,0.72,0.61,0.93,0.61,0.77,0.44,252.19
GenZ-Divf-Dyn-InvSim-0.4-0.9,6,0.47,0.7,0.6,0.92,0.58,0.76,0.46,252.19
GenZ-Divf-Dyn-InvSim-0.4-0.9,7,0.45,0.68,0.6,0.88,0.56,0.74,0.47,252.19
GenZ-Divf-Dyn-InvSim-0.4-0.9,8,0.37,0.67,0.57,0.91,0.52,0.74,0.5,257.15
GenZ-Divf-Dyn-InvSim-0.4-0.9,9,0.34,0.65,0.54,0.89,0.5,0.72,0.52,262.18
GenZ-Divf-Dyn-InvSim-0.4-0.0,0,1.0,0.92,1.0,0.5,0.96,0.75,0.0,188.16
GenZ-Divf-Dyn-InvSim-0.4-0.0,1,0.97,0.86,0.94,0.54,0.91,0.74,0.78,188.16
GenZ-Divf-Dyn-InvSim-0.4-0.0,2,0.99,0.79,0.97,0.49,0.89,0.73,0.79,192.51
GenZ-Divf-Dyn-InvSim-0.4-0.0,3,0.99,0.75,0.98,0.46,0.87,0.72,0.83,197.05
GenZ-Divf-Dyn-InvSim-0.4-0.0,4,1.0,0.74,1.0,0.4,0.87,0.7,0.86,201.8
GenZ-Divf-Dyn-InvSim-0.4-0.0,5,0.97,0.72,0.96,0.4,0.85,0.68,0.87,206.65
GenZ-Divf-Dyn-InvSim-0.4-0.0,6,0.99,0.68,0.97,0.33,0.83,0.65,0.89,206.65
GenZ-Divf-Dyn-InvSim-0.4-0.0,7,0.99,0.63,0.98,0.28,0.81,0.63,0.9,206.65
GenZ-Divf-Dyn-InvSim-0.4-0.0,8,0.97,0.68,0.95,0.17,0.82,0.56,0.92,206.65
GenZ-Divf-Dyn-InvSim-0.4-0.0,9,0.9,0.66,0.89,0.16,0.78,0.52,0.93,210.77
GenZ-Divf-Dyn-InvSim-0.0-1.0,0,0.58,0.8,0.58,1.0,0.69,0.79,0.0,244.73
GenZ-Divf-Dyn-InvSim-0.0-1.0,1,0.56,0.78,0.56,1.0,0.67,0.78,0.26,244.73
GenZ-Divf-Dyn-InvSim-0.0-1.0,2,0.52,0.75,0.57,1.0,0.64,0.79,0.28,250.4
GenZ-Divf-Dyn-InvSim-0.0-1.0,3,0.49,0.73,0.59,1.0,0.61,0.79,0.32,256.26
GenZ-Divf-Dyn-InvSim-0.0-1.0,4,0.47,0.7,0.58,1.0,0.58,0.79,0.35,256.26
GenZ-Divf-Dyn-InvSim-0.0-1.0,5,0.41,0.72,0.57,1.0,0.57,0.78,0.38,256.26
GenZ-Divf-Dyn-InvSim-0.0-1.0,6,0.39,0.7,0.57,1.0,0.54,0.78,0.41,261.63
GenZ-Divf-Dyn-InvSim-0.0-1.0,7,0.35,0.67,0.55,1.0,0.51,0.77,0.42,261.63
GenZ-Divf-Dyn-InvSim-0.0-1.0,8,0.26,0.68,0.55,1.0,0.47,0.78,0.44,266.95
GenZ-Divf-Dyn-InvSim-0.0-1.0,9,0.26,0.63,0.51,1.0,0.44,0.76,0.46,266.95
GenZ-Divf-Def-InvSim-0.6-0.0,0,1.0,0.95,1.0,0.48,0.97,0.74,0.0,199.34
GenZ-Divf-Def-InvSim-0.6-0.0,1,1.0,0.87,1.0,0.49,0.93,0.74,0.76,199.34
GenZ-Divf-Def-InvSim-0.6-0.0,2,0.98,0.85,0.95,0.48,0.91,0.71,0.79,199.34
GenZ-Divf-Def-InvSim-0.6-0.0,3,1.0,0.75,1.0,0.47,0.88,0.73,0.83,203.95
GenZ-Divf-Def-InvSim-0.6-0.0,4,1.0,0.77,1.0,0.43,0.89,0.71,0.85,208.79
GenZ-Divf-Def-InvSim-0.6-0.0,5,1.0,0.7,1.0,0.42,0.85,0.71,0.87,208.79
GenZ-Divf-Def-InvSim-0.6-0.0,6,1.0,0.7,1.0,0.3,0.85,0.65,0.89,208.79
GenZ-Divf-Def-InvSim-0.6-0.0,7,1.0,0.68,1.0,0.25,0.84,0.63,0.9,213.71
GenZ-Divf-Def-InvSim-0.6-0.0,8,0.96,0.73,0.92,0.18,0.85,0.55,0.91,213.71
GenZ-Divf-Def-InvSim-0.6-0.0,9,0.94,0.72,0.86,0.16,0.83,0.51,0.92,213.71
GenZ-Divf-Def-InvSim-0.4-0.9,0,0.69,0.82,0.62,0.94,0.75,0.78,0.0,209.41
GenZ-Divf-Def-InvSim-0.4-0.9,1,0.65,0.77,0.61,0.94,0.71,0.78,0.36,209.41
GenZ-Divf-Def-InvSim-0.4-0.9,2,0.63,0.76,0.62,0.93,0.69,0.78,0.35,214.26
GenZ-Divf-Def-InvSim-0.4-0.9,3,0.59,0.74,0.64,0.93,0.67,0.79,0.37,219.26
GenZ-Divf-Def-InvSim-0.4-0.9,4,0.58,0.71,0.61,0.92,0.65,0.77,0.4,219.26
GenZ-Divf-Def-InvSim-0.4-0.9,5,0.55,0.71,0.61,0.93,0.63,0.77,0.42,219.26
GenZ-Divf-Def-InvSim-0.4-0.9,6,0.52,0.69,0.61,0.91,0.61,0.76,0.44,219.26
GenZ-Divf-Def-InvSim-0.4-0.9,7,0.42,0.68,0.59,0.93,0.55,0.76,0.45,219.26
GenZ-Divf-Def-InvSim-0.4-0.9,8,0.37,0.67,0.59,0.9,0.52,0.74,0.48,223.44
GenZ-Divf-Def-InvSim-0.4-0.9,9,0.29,0.65,0.55,0.9,0.47,0.73,0.51,227.63
GenZ-Divf-Def-InvSim-0.4-0.0,0,1.0,0.92,1.0,0.5,0.96,0.75,0.0,169.55
GenZ-Divf-Def-InvSim-0.4-0.0,1,0.97,0.86,0.93,0.54,0.91,0.74,0.78,169.55
GenZ-Divf-Def-InvSim-0.4-0.0,2,0.99,0.8,0.97,0.48,0.89,0.73,0.8,173.47
GenZ-Divf-Def-InvSim-0.4-0.0,3,0.98,0.75,0.97,0.47,0.87,0.72,0.83,177.55
