identifier,rank,cons,inhS,minS,cov,score,covQuality,div,runTime
Gr-Def-Dyn-InvSim-0.0-1.0,1,0.45,0.68,0.46,0.85,0.57,0.65,0.79,22.5
Gr-Def-Dyn-InvSim-0.0-1.0,2,0.33,0.67,0.33,0.85,0.5,0.59,0.76,22.5
Gr-Def-Dyn-InvSim-0.0-1.0,3,0.28,0.65,0.3,0.87,0.47,0.58,0.74,22.98
Gr-Def-Dyn-InvSim-0.0-1.0,4,0.27,0.63,0.27,0.88,0.45,0.58,0.72,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,5,0.25,0.62,0.27,0.89,0.43,0.58,0.71,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,6,0.29,0.64,0.3,0.89,0.47,0.59,0.71,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,7,0.22,0.59,0.22,0.89,0.4,0.55,0.7,23.66
Gr-Def-Dyn-InvSim-0.0-1.0,8,0.24,0.64,0.28,0.89,0.44,0.59,0.7,23.66
Gr-Def-Dyn-InvSim-0.0-1.0,9,0.23,0.57,0.26,0.89,0.4,0.57,0.69,23.66
Gr-Def-Def-InvSim-0.6-0.0,0,0.91,0.94,0.87,0.56,0.93,0.71,0.0,2.86
Gr-Def-Def-InvSim-0.6-0.0,1,0.87,0.81,0.68,0.5,0.84,0.59,0.93,2.86
Gr-Def-Def-InvSim-0.6-0.0,2,0.88,0.73,0.75,0.37,0.81,0.56,0.95,2.86
Gr-Def-Def-InvSim-0.6-0.0,3,0.9,0.72,0.71,0.24,0.81,0.47,0.97,2.81
Gr-Def-Def-InvSim-0.6-0.0,4,0.91,0.67,0.75,0.19,0.79,0.47,0.97,2.71
Gr-Def-Def-InvSim-0.6-0.0,5,0.95,0.65,0.85,0.1,0.8,0.48,0.98,2.71
Gr-Def-Def-InvSim-0.6-0.0,6,0.96,0.63,0.86,0.08,0.79,0.47,0.98,2.71
Gr-Def-Def-InvSim-0.6-0.0,7,0.95,0.58,0.9,0.12,0.77,0.51,0.99,2.71
Gr-Def-Def-InvSim-0.6-0.0,8,0.92,0.53,0.8,0.11,0.73,0.45,0.99,2.71
Gr-Def-Def-InvSim-0.6-0.0,9,0.95,0.5,0.86,0.12,0.73,0.49,0.99,2.71
Gr-Def-Def-InvSim-0.4-0.9,0,0.61,0.85,0.56,0.97,0.73,0.76,0.0,10.45
Gr-Def-Def-InvSim-0.4-0.9,1,0.48,0.68,0.46,0.96,0.58,0.71,0.68,10.45
Gr-Def-Def-InvSim-0.4-0.9,2,0.39,0.65,0.37,0.96,0.52,0.66,0.67,10.47
Gr-Def-Def-InvSim-0.4-0.9,3,0.27,0.66,0.35,0.95,0.47,0.65,0.66,10.02
Gr-Def-Def-InvSim-0.4-0.9,4,0.29,0.65,0.31,0.95,0.47,0.63,0.65,10.02
Gr-Def-Def-InvSim-0.4-0.9,5,0.25,0.59,0.28,0.95,0.42,0.61,0.65,10.02
Gr-Def-Def-InvSim-0.4-0.9,6,0.26,0.63,0.28,0.95,0.45,0.62,0.64,10.02
Gr-Def-Def-InvSim-0.4-0.9,7,0.23,0.63,0.34,0.95,0.43,0.64,0.63,10.02
Gr-Def-Def-InvSim-0.4-0.9,8,0.25,0.62,0.24,0.95,0.43,0.59,0.64,9.78
Gr-Def-Def-InvSim-0.4-0.9,9,0.24,0.61,0.28,0.95,0.42,0.62,0.63,9.78
Gr-Def-Def-InvSim-0.4-0.0,0,0.69,0.88,0.65,0.79,0.78,0.72,0.0,5.66
Gr-Def-Def-InvSim-0.4-0.0,1,0.75,0.74,0.63,0.61,0.75,0.62,0.91,5.66
Gr-Def-Def-InvSim-0.4-0.0,2,0.73,0.65,0.64,0.48,0.69,0.56,0.92,5.56
Gr-Def-Def-InvSim-0.4-0.0,3,0.8,0.62,0.73,0.31,0.71,0.52,0.93,5.05
Gr-Def-Def-InvSim-0.4-0.0,4,0.9,0.61,0.87,0.22,0.76,0.55,0.94,5.05
Gr-Def-Def-InvSim-0.4-0.0,5,0.84,0.54,0.69,0.17,0.69,0.43,0.96,5.05
Gr-Def-Def-InvSim-0.4-0.0,6,0.87,0.56,0.75,0.17,0.71,0.46,0.96,5.05
Gr-Def-Def-InvSim-0.4-0.0,7,0.82,0.54,0.67,0.13,0.68,0.4,0.96,4.73
Gr-Def-Def-InvSim-0.4-0.0,8,0.78,0.47,0.63,0.19,0.62,0.41,0.98,4.15
Gr-Def-Def-InvSim-0.4-0.0,9,0.89,0.43,0.8,0.11,0.66,0.45,0.98,3.65
Gr-Def-Def-InvSim-0.0-1.0,0,0.49,0.84,0.53,1.0,0.66,0.77,0.0,10.59
Gr-Def-Def-InvSim-0.0-1.0,1,0.42,0.68,0.43,1.0,0.55,0.72,0.63,10.59
Gr-Def-Def-InvSim-0.0-1.0,2,0.32,0.65,0.34,1.0,0.48,0.67,0.63,10.58
Gr-Def-Def-InvSim-0.0-1.0,3,0.23,0.66,0.34,1.0,0.45,0.67,0.62,10.14
Gr-Def-Def-InvSim-0.0-1.0,4,0.29,0.65,0.3,1.0,0.47,0.65,0.61,10.14
Gr-Def-Def-InvSim-0.0-1.0,5,0.24,0.6,0.26,1.0,0.42,0.63,0.6,10.14
Gr-Def-Def-InvSim-0.0-1.0,6,0.25,0.63,0.29,1.0,0.44,0.65,0.59,10.14
Gr-Def-Def-InvSim-0.0-1.0,7,0.24,0.65,0.31,1.0,0.44,0.65,0.59,10.14
Gr-Def-Def-InvSim-0.0-1.0,8,0.24,0.6,0.21,1.0,0.42,0.61,0.59,9.88
Gr-Def-Def-InvSim-0.0-1.0,9,0.23,0.61,0.26,1.0,0.42,0.63,0.59,9.88
Gr*-Divf-Dyn-InvSim-0.6-0.0,0,0.99,0.93,1.0,0.49,0.96,0.75,0.0,40.55
Gr*-Divf-Dyn-InvSim-0.6-0.0,1,0.99,0.84,1.0,0.42,0.92,0.71,0.88,40.55
Gr*-Divf-Dyn-InvSim-0.6-0.0,2,0.99,0.79,0.99,0.39,0.89,0.69,0.9,40.55
Gr*-Divf-Dyn-InvSim-0.6-0.0,3,0.96,0.78,0.92,0.41,0.87,0.66,0.91,40.55
Gr*-Divf-Dyn-InvSim-0.6-0.0,4,1.0,0.71,1.0,0.28,0.85,0.64,0.93,41.47
Gr*-Divf-Dyn-InvSim-0.6-0.0,5,0.98,0.73,0.99,0.21,0.86,0.6,0.94,42.43
Gr*-Divf-Dyn-InvSim-0.6-0.0,6,1.0,0.63,1.0,0.2,0.81,0.6,0.95,42.43
Gr*-Divf-Dyn-InvSim-0.6-0.0,7,0.98,0.64,0.95,0.16,0.81,0.55,0.96,42.43
Gr*-Divf-Dyn-InvSim-0.6-0.0,8,0.95,0.55,0.92,0.18,0.75,0.55,0.96,42.43
Gr*-Divf-Dyn-InvSim-0.6-0.0,9,0.91,0.54,0.78,0.16,0.72,0.47,0.97,43.41
Gr*-Divf-Dyn-InvSim-0.4-0.9,0,0.62,0.85,0.55,0.94,0.73,0.74,0.0,141.93
Gr*-Divf-Dyn-InvSim-0.4-0.9,1,0.57,0.73,0.54,0.85,0.65,0.69,0.63,141.93
Gr*-Divf-Dyn-InvSim-0.4-0.9,2,0.45,0.72,0.5,0.86,0.59,0.68,0.61,141.93
Gr*-Divf-Dyn-InvSim-0.4-0.9,3,0.43,0.69,0.46,0.88,0.56,0.67,0.61,145.21
Gr*-Divf-Dyn-InvSim-0.4-0.9,4,0.39,0.67,0.45,0.87,0.53,0.66,0.62,148.64
Gr*-Divf-Dyn-InvSim-0.4-0.9,5,0.35,0.63,0.46,0.87,0.49,0.67,0.63,148.64
Gr*-Divf-Dyn-InvSim-0.4-0.9,6,0.27,0.64,0.46,0.86,0.45,0.66,0.64,148.64
Gr*-Divf-Dyn-InvSim-0.4-0.9,7,0.26,0.68,0.4,0.87,0.47,0.63,0.65,152.17
Gr*-Divf-Dyn-InvSim-0.4-0.9,8,0.25,0.66,0.36,0.86,0.45,0.61,0.66,152.17
Gr*-Divf-Dyn-InvSim-0.4-0.9,9,0.24,0.6,0.34,0.86,0.42,0.6,0.67,152.17
Gr*-Divf-Dyn-InvSim-0.4-0.0,0,0.97,0.9,0.99,0.48,0.93,0.74,0.0,45.18
Gr*-Divf-Dyn-InvSim-0.4-0.0,1,0.97,0.79,0.99,0.46,0.88,0.72,0.88,45.18
Gr*-Divf-Dyn-InvSim-0.4-0.0,2,0.96,0.76,0.95,0.45,0.86,0.7,0.89,45.18
Gr*-Divf-Dyn-InvSim-0.4-0.0,3,0.94,0.73,0.88,0.47,0.83,0.68,0.91,46.23
Gr*-Divf-Dyn-InvSim-0.4-0.0,4,0.98,0.72,0.97,0.26,0.85,0.61,0.92,47.31
Gr*-Divf-Dyn-InvSim-0.4-0.0,5,0.94,0.71,0.92,0.3,0.83,0.61,0.93,47.31
Gr*-Divf-Dyn-InvSim-0.4-0.0,6,0.95,0.68,0.93,0.22,0.82,0.57,0.94,47.31
Gr*-Divf-Dyn-InvSim-0.4-0.0,7,0.92,0.64,0.93,0.24,0.78,0.58,0.94,49.6
Gr*-Divf-Dyn-InvSim-0.4-0.0,8,0.92,0.62,0.86,0.21,0.77,0.53,0.95,49.6
Gr*-Divf-Dyn-InvSim-0.4-0.0,9,0.79,0.63,0.71,0.27,0.71,0.49,0.95,52.11
Gr*-Divf-Dyn-InvSim-0.0-1.0,0,0.59,0.84,0.55,0.96,0.72,0.75,0.0,144.34
Gr*-Divf-Dyn-InvSim-0.0-1.0,1,0.51,0.74,0.51,0.86,0.63,0.69,0.59,144.34
Gr*-Divf-Dyn-InvSim-0.0-1.0,2,0.41,0.7,0.48,0.88,0.55,0.68,0.58,144.34
Gr*-Divf-Dyn-InvSim-0.0-1.0,3,0.37,0.69,0.45,0.89,0.53,0.67,0.6,147.7
Gr*-Divf-Dyn-InvSim-0.0-1.0,4,0.34,0.69,0.43,0.89,0.51,0.66,0.6,151.19
Gr*-Divf-Dyn-InvSim-0.0-1.0,5,0.31,0.65,0.44,0.89,0.48,0.67,0.62,151.19
Gr*-Divf-Dyn-InvSim-0.0-1.0,6,0.27,0.65,0.4,0.89,0.46,0.65,0.63,151.19
Gr*-Divf-Dyn-InvSim-0.0-1.0,7,0.24,0.66,0.38,0.89,0.45,0.63,0.64,154.8
Gr*-Divf-Dyn-InvSim-0.0-1.0,8,0.24,0.62,0.35,0.89,0.43,0.62,0.65,154.8
Gr*-Divf-Dyn-InvSim-0.0-1.0,9,0.25,0.62,0.28,0.89,0.43,0.58,0.66,154.8
Gr*-Divf-Def-InvSim-0.6-0.0,0,0.97,0.95,0.99,0.49,0.96,0.74,0.0,17.43
Gr*-Divf-Def-InvSim-0.6-0.0,1,1.0,0.81,1.0,0.42,0.9,0.71,0.88,17.43
Gr*-Divf-Def-InvSim-0.6-0.0,2,0.98,0.78,0.95,0.42,0.88,0.69,0.9,17.43
Gr*-Divf-Def-InvSim-0.6-0.0,3,0.98,0.72,0.97,0.4,0.85,0.69,0.91,17.79
Gr*-Divf-Def-InvSim-0.6-0.0,4,0.98,0.73,0.98,0.3,0.86,0.64,0.92,18.19
Gr*-Divf-Def-InvSim-0.6-0.0,5,0.99,0.68,1.0,0.22,0.83,0.61,0.94,18.19
Gr*-Divf-Def-InvSim-0.6-0.0,6,0.97,0.63,0.96,0.23,0.8,0.59,0.95,18.19
Gr*-Divf-Def-InvSim-0.6-0.0,7,0.95,0.56,0.91,0.24,0.75,0.58,0.95,18.19
Gr*-Divf-Def-InvSim-0.6-0.0,8,0.9,0.63,0.78,0.21,0.76,0.49,0.96,18.19
Gr*-Divf-Def-InvSim-0.6-0.0,9,0.82,0.6,0.61,0.21,0.71,0.41,0.96,18.59
Gr*-Divf-Def-InvSim-0.4-0.9,0,0.63,0.83,0.57,0.97,0.73,0.77,0.0,64.57
Gr*-Divf-Def-InvSim-0.4-0.9,1,0.58,0.75,0.53,0.97,0.67,0.75,0.38,64.57
Gr*-Divf-Def-InvSim-0.4-0.9,2,0.46,0.74,0.54,0.96,0.6,0.75,0.41,66.02
Gr*-Divf-Def-InvSim-0.4-0.9,3,0.41,0.73,0.51,0.96,0.57,0.73,0.46,67.5
Gr*-Divf-Def-InvSim-0.4-0.9,4,0.37,0.7,0.47,0.96,0.53,0.72,0.49,67.5
Gr*-Divf-Def-InvSim-0.4-0.9,5,0.29,0.71,0.46,0.96,0.5,0.71,0.52,67.5
Gr*-Divf-Def-InvSim-0.4-0.9,6,0.3,0.67,0.43,0.95,0.48,0.69,0.54,67.5
Gr*-Divf-Def-InvSim-0.4-0.9,7,0.27,0.67,0.37,0.96,0.47,0.66,0.56,67.5
Gr*-Divf-Def-InvSim-0.4-0.9,8,0.24,0.66,0.37,0.95,0.45,0.66,0.58,69.0
Gr*-Divf-Def-InvSim-0.4-0.9,9,0.25,0.62,0.32,0.95,0.44,0.63,0.59,69.0
Gr*-Divf-Def-InvSim-0.4-0.0,0,0.94,0.87,0.98,0.5,0.91,0.74,0.0,22.64
Gr*-Divf-Def-InvSim-0.4-0.0,1,0.96,0.75,0.95,0.49,0.86,0.72,0.85,22.64
Gr*-Divf-Def-InvSim-0.4-0.0,2,0.96,0.75,0.94,0.44,0.86,0.69,0.88,23.16
Gr*-Divf-Def-InvSim-0.4-0.0,3,0.94,0.73,0.92,0.4,0.84,0.66,0.9,23.64
Gr*-Divf-Def-InvSim-0.4-0.0,4,0.92,0.69,0.91,0.38,0.8,0.65,0.91,23.64
Gr*-Divf-Def-InvSim-0.4-0.0,5,0.92,0.65,0.9,0.32,0.79,0.61,0.92,23.64
Gr*-Divf-Def-InvSim-0.4-0.0,6,0.82,0.67,0.83,0.38,0.74,0.6,0.92,23.64
Gr*-Divf-Def-InvSim-0.4-0.0,7,0.77,0.66,0.76,0.44,0.71,0.6,0.92,24.15
Gr*-Divf-Def-InvSim-0.4-0.0,8,0.7,0.66,0.67,0.45,0.68,0.56,0.94,25.26
Gr*-Divf-Def-InvSim-0.4-0.0,9,0.67,0.63,0.65,0.42,0.65,0.53,0.94,26.43
Gr*-Divf-Def-InvSim-0.0-1.0,0,0.55,0.82,0.55,1.0,0.68,0.77,0.0,67.23
Gr*-Divf-Def-InvSim-0.0-1.0,1,0.48,0.76,0.51,1.0,0.62,0.75,0.31,67.23
Gr*-Divf-Def-InvSim-0.0-1.0,2,0.41,0.76,0.49,1.0,0.58,0.75,0.38,68.74
Gr*-Divf-Def-InvSim-0.0-1.0,3,0.37,0.72,0.47,1.0,0.54,0.74,0.42,70.29
Gr*-Divf-Def-InvSim-0.0-1.0,4,0.32,0.7,0.47,1.0,0.51,0.73,0.45,70.29
Gr*-Divf-Def-InvSim-0.0-1.0,5,0.27,0.71,0.44,1.0,0.49,0.72,0.47,70.29
Gr*-Divf-Def-InvSim-0.0-1.0,6,0.29,0.68,0.39,1.0,0.48,0.7,0.49,70.29
Gr*-Divf-Def-InvSim-0.0-1.0,7,0.27,0.64,0.39,1.0,0.46,0.7,0.51,70.29
Gr*-Divf-Def-InvSim-0.0-1.0,8,0.25,0.63,0.35,1.0,0.44,0.68,0.53,71.85
Gr*-Divf-Def-InvSim-0.0-1.0,9,0.24,0.61,0.29,1.0,0.43,0.64,0.55,71.85
GenZ-Divf-Dyn-InvSim-0.6-0.0,0,1.0,0.94,1.0,0.47,0.97,0.74,0.0,89.75
GenZ-Divf-Dyn-InvSim-0.6-0.0,1,1.0,0.85,1.0,0.47,0.93,0.74,0.81,89.75
GenZ-Divf-Dyn-InvSim-0.6-0.0,2,0.98,0.84,0.96,0.47,0.91,0.71,0.83,89.75
GenZ-Divf-Dyn-InvSim-0.6-0.0,3,1.0,0.74,1.0,0.48,0.87,0.74,0.85,91.81
GenZ-Divf-Dyn-InvSim-0.6-0.0,4,1.0,0.75,1.0,0.42,0.88,0.71,0.87,94.0
GenZ-Divf-Dyn-InvSim-0.6-0.0,5,1.0,0.71,1.0,0.37,0.85,0.68,0.89,94.0
GenZ-Divf-Dyn-InvSim-0.6-0.0,6,0.99,0.7,1.0,0.33,0.85,0.66,0.9,94.0
GenZ-Divf-Dyn-InvSim-0.6-0.0,7,0.99,0.73,0.99,0.22,0.86,0.61,0.91,96.15
GenZ-Divf-Dyn-InvSim-0.6-0.0,8,1.0,0.68,1.0,0.16,0.84,0.58,0.92,96.15
GenZ-Divf-Dyn-InvSim-0.6-0.0,9,0.96,0.64,0.89,0.13,0.8,0.51,0.93,96.15
GenZ-Divf-Dyn-InvSim-0.4-0.9,0,0.68,0.82,0.61,0.95,0.75,0.78,0.0,101.3
GenZ-Divf-Dyn-InvSim-0.4-0.9,1,0.65,0.78,0.61,0.94,0.72,0.77,0.35,101.3
GenZ-Divf-Dyn-InvSim-0.4-0.9,2,0.61,0.76,0.62,0.93,0.69,0.78,0.36,103.6
GenZ-Divf-Dyn-InvSim-0.4-0.9,3,0.59,0.74,0.62,0.92,0.66,0.77,0.41,105.98
GenZ-Divf-Dyn-InvSim-0.4-0.9,4,0.58,0.69,0.62,0.93,0.64,0.77,0.44,105.98
GenZ-Divf-Dyn-InvSim-0.4-0.9,5,0.57,0.68,0.62,0.89,0.63,0.76,0.47,105.98
GenZ-Divf-Dyn-InvSim-0.4-0.9,6,0.46,0.7,0.6,0.91,0.58,0.75,0.48,105.98
GenZ-Divf-Dyn-InvSim-0.4-0.9,7,0.43,0.66,0.58,0.92,0.54,0.75,0.5,105.98
GenZ-Divf-Dyn-InvSim-0.4-0.9,8,0.37,0.65,0.58,0.9,0.51,0.74,0.53,108.17
GenZ-Divf-Dyn-InvSim-0.4-0.9,9,0.36,0.62,0.54,0.85,0.49,0.7,0.56,110.42
GenZ-Divf-Dyn-InvSim-0.4-0.0,0,1.0,0.91,1.0,0.47,0.95,0.74,0.0,78.34
GenZ-Divf-Dyn-InvSim-0.4-0.0,1,0.96,0.85,0.93,0.54,0.91,0.74,0.8,78.34
GenZ-Divf-Dyn-InvSim-0.4-0.0,2,0.99,0.8,0.98,0.46,0.9,0.72,0.82,80.14
GenZ-Divf-Dyn-InvSim-0.4-0.0,3,0.99,0.76,0.98,0.44,0.87,0.71,0.85,82.0
GenZ-Divf-Dyn-InvSim-0.4-0.0,4,0.97,0.74,0.95,0.45,0.86,0.7,0.86,83.98
GenZ-Divf-Dyn-InvSim-0.4-0.0,5,0.97,0.69,0.95,0.47,0.83,0.71,0.87,85.97
GenZ-Divf-Dyn-InvSim-0.4-0.0,6,0.94,0.73,0.9,0.38,0.84,0.64,0.88,85.97
GenZ-Divf-Dyn-InvSim-0.4-0.0,7,0.95,0.74,0.9,0.28,0.84,0.59,0.9,85.97
GenZ-Divf-Dyn-InvSim-0.4-0.0,8,0.96,0.7,0.93,0.18,0.83,0.56,0.91,85.97
GenZ-Divf-Dyn-InvSim-0.4-0.0,9,0.9,0.67,0.85,0.22,0.78,0.54,0.92,87.82
GenZ-Divf-Dyn-InvSim-0.0-1.0,0,0.58,0.8,0.57,1.0,0.69,0.79,0.0,102.34
GenZ-Divf-Dyn-InvSim-0.0-1.0,1,0.55,0.77,0.57,1.0,0.66,0.78,0.28,102.34
GenZ-Divf-Dyn-InvSim-0.0-1.0,2,0.52,0.75,0.57,1.0,0.63,0.79,0.29,104.67
GenZ-Divf-Dyn-InvSim-0.0-1.0,3,0.5,0.71,0.57,1.0,0.61,0.79,0.33,107.07
GenZ-Divf-Dyn-InvSim-0.0-1.0,4,0.45,0.7,0.57,1.0,0.58,0.78,0.37,107.07
GenZ-Divf-Dyn-InvSim-0.0-1.0,5,0.43,0.7,0.56,1.0,0.56,0.78,0.4,107.07
GenZ-Divf-Dyn-InvSim-0.0-1.0,6,0.39,0.68,0.58,1.0,0.53,0.79,0.43,109.37
GenZ-Divf-Dyn-InvSim-0.0-1.0,7,0.35,0.66,0.54,1.0,0.51,0.77,0.45,109.37
GenZ-Divf-Dyn-InvSim-0.0-1.0,8,0.28,0.67,0.53,1.0,0.47,0.76,0.47,111.65
GenZ-Divf-Dyn-InvSim-0.0-1.0,9,0.26,0.64,0.49,1.0,0.45,0.74,0.48,111.65
GenZ-Divf-Def-InvSim-0.6-0.0,0,1.0,0.94,1.0,0.47,0.97,0.74,0.0,85.39
GenZ-Divf-Def-InvSim-0.6-0.0,1,1.0,0.85,1.0,0.49,0.92,0.74,0.8,85.39
GenZ-Divf-Def-InvSim-0.6-0.0,2,0.98,0.86,0.95,0.46,0.92,0.71,0.82,85.39
GenZ-Divf-Def-InvSim-0.6-0.0,3,1.0,0.75,1.0,0.47,0.87,0.73,0.83,87.33
GenZ-Divf-Def-InvSim-0.6-0.0,4,1.0,0.77,0.99,0.42,0.88,0.7,0.86,89.4
GenZ-Divf-Def-InvSim-0.6-0.0,5,0.99,0.7,0.99,0.41,0.85,0.7,0.88,89.4
GenZ-Divf-Def-InvSim-0.6-0.0,6,0.99,0.71,0.99,0.33,0.85,0.66,0.89,89.4
GenZ-Divf-Def-InvSim-0.6-0.0,7,0.99,0.66,0.98,0.28,0.83,0.63,0.9,91.54
GenZ-Divf-Def-InvSim-0.6-0.0,8,0.98,0.71,0.95,0.16,0.85,0.55,0.92,91.54
GenZ-Divf-Def-InvSim-0.6-0.0,9,0.95,0.61,0.91,0.15,0.78,0.53,0.93,91.54
GenZ-Divf-Def-InvSim-0.4-0.9,0,0.68,0.83,0.61,0.94,0.76,0.78,0.0,92.16
GenZ-Divf-Def-InvSim-0.4-0.9,1,0.65,0.78,0.6,0.94,0.72,0.77,0.36,92.16
GenZ-Divf-Def-InvSim-0.4-0.9,2,0.61,0.77,0.62,0.94,0.69,0.78,0.35,94.26
GenZ-Divf-Def-InvSim-0.4-0.9,3,0.58,0.75,0.62,0.93,0.66,0.77,0.39,96.4
GenZ-Divf-Def-InvSim-0.4-0.9,4,0.56,0.7,0.62,0.93,0.63,0.77,0.43,96.4
GenZ-Divf-Def-InvSim-0.4-0.9,5,0.55,0.69,0.59,0.92,0.62,0.76,0.46,96.4
GenZ-Divf-Def-InvSim-0.4-0.9,6,0.5,0.69,0.6,0.9,0.59,0.75,0.48,96.4
GenZ-Divf-Def-InvSim-0.4-0.9,7,0.41,0.66,0.58,0.92,0.54,0.75,0.5,96.4
GenZ-Divf-Def-InvSim-0.4-0.9,8,0.35,0.66,0.55,0.92,0.51,0.73,0.52,98.37
GenZ-Divf-Def-InvSim-0.4-0.9,9,0.35,0.63,0.51,0.88,0.49,0.69,0.55,100.35
GenZ-Divf-Def-InvSim-0.4-0.0,0,1.0,0.9,1.0,0.49,0.95,0.75,0.0,75.39
GenZ-Divf-Def-InvSim-0.4-0.0,1,0.96,0.84,0.93,0.56,0.9,0.75,0.77,75.39
GenZ-Divf-Def-InvSim-0.4-0.0,2,0.98,0.81,0.97,0.47,0.89,0.72,0.79,77.12
GenZ-Divf-Def-InvSim-0.4-0.0,3,0.96,0.74,0.95,0.5,0.85,0.73,0.81,78.9
