identifier,rank,cons,inhS,minS,cov,score,covQuality,div,runTime
Gr-Def-Dyn-InvSim-0.0-1.0,1,0.45,0.68,0.46,0.85,0.57,0.65,0.79,22.5
Gr-Def-Dyn-InvSim-0.0-1.0,2,0.33,0.67,0.33,0.85,0.5,0.59,0.76,22.5
Gr-Def-Dyn-InvSim-0.0-1.0,3,0.28,0.65,0.3,0.87,0.47,0.58,0.74,22.98
Gr-Def-Dyn-InvSim-0.0-1.0,4,0.27,0.63,0.27,0.88,0.45,0.58,0.72,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,5,0.25,0.62,0.27,0.89,0.43,0.58,0.71,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,6,0.29,0.64,0.3,0.89,0.47,0.59,0.71,23.43
Gr-Def-Dyn-InvSim-0.0-1.0,7,0.22,0.59,0.22,0.89,0.4,0.55,0.7,23.66
Gr-Def-Dyn-InvSim-0.0-1.0,8,0.24,0.64,0.28,0.89,0.44,0.59,0.7,23.66
Gr-Def-Dyn-InvSim-0.0-1.0,9,0.23,0.57,0.26,0.89,0.4,0.57,0.69,23.66
Gr-Def-Def-InvSim-0.6-0.0,0,0.91,0.94,0.87,0.56,0.93,0.71,0.0,2.86
Gr-Def-Def-InvSim-0.6-0.0,1,0.87,0.81,0.68,0.5,0.84,0.59,0.93,2.86
Gr-Def-Def-InvSim-0.6-0.0,2,0.88,0.73,0.75,0.37,0.81,0.56,0.95,2.86
Gr-Def-Def-InvSim-0.6-0.0,3,0.9,0.72,0.71,0.24,0.81,0.47,0.97,2.81
Gr-Def-Def-InvSim-0.6-0.0,4,0.91,0.67,0.75,0.19,0.79,0.47,0.97,2.71
Gr-Def-Def-InvSim-0.6-0.0,5,0.95,0.65,0.85,0.1,0.8,0.48,0.98,2.71
Gr-Def-Def-InvSim-0.6-0.0,6,0.96,0.63,0.86,0.08,0.79,0.47,0.98,2.71
Gr-Def-Def-InvSim-0.6-0.0,7,0.95,0.58,0.9,0.12,0.77,0.51,0.99,2.71
Gr-Def-Def-InvSim-0.6-0.0,8,0.92,0.53,0.8,0.11,0.73,0.45,0.99,2.71
Gr-Def-Def-InvSim-0.6-0.0,9,0.95,0.5,0.86,0.12,0.73,0.49,0.99,2.71
Gr-Def-Def-InvSim-0.4-0.9,0,0.61,0.85,0.56,0.97,0.73,0.76,0.0,10.45
Gr-Def-Def-InvSim-0.4-0.9,1,0.48,0.68,0.46,0.96,0.58,0.71,0.68,10.45
Gr-Def-Def-InvSim-0.4-0.9,2,0.39,0.65,0.37,0.96,0.52,0.66,0.67,10.47
Gr-Def-Def-InvSim-0.4-0.9,3,0.27,0.66,0.35,0.95,0.47,0.65,0.66,10.02
Gr-Def-Def-InvSim-0.4-0.9,4,0.29,0.65,0.31,0.95,0.47,0.63,0.65,10.02
Gr-Def-Def-InvSim-0.4-0.9,5,0.25,0.59,0.28,0.95,0.42,0.61,0.65,10.02
Gr-Def-Def-InvSim-0.4-0.9,6,0.26,0.63,0.28,0.95,0.45,0.62,0.64,10.02
Gr-Def-Def-InvSim-0.4-0.9,7,0.23,0.63,0.34,0.95,0.43,0.64,0.63,10.02
Gr-Def-Def-InvSim-0.4-0.9,8,0.25,0.62,0.24,0.95,0.43,0.59,0.64,9.78
Gr-Def-Def-InvSim-0.4-0.9,9,0.24,0.61,0.28,0.95,0.42,0.62,0.63,9.78
Gr-Def-Def-InvSim-0.4-0.0,0,0.69,0.88,0.65,0.79,0.78,0.72,0.0,5.66
Gr-Def-Def-InvSim-0.4-0.0,1,0.75,0.74,0.63,0.61,0.75,0.62,0.91,5.66
Gr-Def-Def-InvSim-0.4-0.0,2,0.73,0.65,0.64,0.48,0.69,0.56,0.92,5.56
Gr-Def-Def-InvSim-0.4-0.0,3,0.8,0.62,0.73,0.31,0.71,0.52,0.93,5.05
Gr-Def-Def-InvSim-0.4-0.0,4,0.9,0.61,0.87,0.22,0.76,0.55,0.94,5.05
Gr-Def-Def-InvSim-0.4-0.0,5,0.84,0.54,0.69,0.17,0.69,0.43,0.96,5.05
Gr-Def-Def-InvSim-0.4-0.0,6,0.87,0.56,0.75,0.17,0.71,0.46,0.96,5.05
Gr-Def-Def-InvSim-0.4-0.0,7,0.82,0.54,0.67,0.13,0.68,0.4,0.96,4.73
Gr-Def-Def-InvSim-0.4-0.0,8,0.78,0.47,0.63,0.19,0.62,0.41,0.98,4.15
Gr-Def-Def-InvSim-0.4-0.0,9,0.89,0.43,0.8,0.11,0.66,0.45,0.98,3.65
Gr-Def-Def-InvSim-0.0-1.0,0,0.49,0.84,0.53,1.0,0.66,0.77,0.0,10.59
Gr-Def-Def-InvSim-0.0-1.0,1,0.42,0.68,0.43,1.0,0.55,0.72,0.63,10.59
Gr-Def-Def-InvSim-0.0-1.0,2,0.32,0.65,0.34,1.0,0.48,0.67,0.63,10.58
Gr-Def-Def-InvSim-0.0-1.0,3,0.23,0.66,0.34,1.0,0.45,0.67,0.62,10.14
Gr-Def-Def-InvSim-0.0-1.0,4,0.29,0.65,0.3,1.0,0.47,0.65,0.61,10.14
Gr-Def-Def-InvSim-0.0-1.0,5,0.24,0.6,0.26,1.0,0.42,0.63,0.6,10.14
Gr-Def-Def-InvSim-0.0-1.0,6,0.25,0.63,0.29,1.0,0.44,0.65,0.59,10.14
Gr-Def-Def-InvSim-0.0-1.0,7,0.24,0.65,0.31,1.0,0.44,0.65,0.59,10.14
Gr-Def-Def-InvSim-0.0-1.0,8,0.24,0.6,0.21,1.0,0.42,0.61,0.59,9.88
Gr-Def-Def-InvSim-0.0-1.0,9,0.23,0.61,0.26,1.0,0.42,0.63,0.59,9.88
Gr*-Divf-Dyn-InvSim-0.6-0.0,0,0.98,0.94,1.0,0.48,0.96,0.74,0.0,7.68
Gr*-Divf-Dyn-InvSim-0.6-0.0,1,0.98,0.85,0.97,0.4,0.91,0.68,0.94,7.68
Gr*-Divf-Dyn-InvSim-0.6-0.0,2,1.0,0.78,1.0,0.24,0.89,0.62,0.96,7.68
Gr*-Divf-Dyn-InvSim-0.6-0.0,3,0.97,0.76,0.94,0.21,0.87,0.57,0.97,7.68
Gr*-Divf-Dyn-InvSim-0.6-0.0,4,0.99,0.7,1.0,0.13,0.85,0.56,0.98,7.84
Gr*-Divf-Dyn-InvSim-0.6-0.0,5,0.99,0.69,0.99,0.07,0.84,0.53,0.98,8.0
Gr*-Divf-Dyn-InvSim-0.6-0.0,6,1.0,0.6,1.0,0.07,0.8,0.54,0.99,8.0
Gr*-Divf-Dyn-InvSim-0.6-0.0,7,0.96,0.61,0.9,0.12,0.78,0.51,0.99,8.0
Gr*-Divf-Dyn-InvSim-0.6-0.0,8,0.9,0.62,0.68,0.15,0.76,0.42,0.99,8.0
Gr*-Divf-Dyn-InvSim-0.6-0.0,9,0.79,0.69,0.32,0.18,0.74,0.25,0.99,8.17
Gr*-Divf-Dyn-InvSim-0.4-0.9,0,0.62,0.85,0.55,0.94,0.73,0.74,0.0,24.7
Gr*-Divf-Dyn-InvSim-0.4-0.9,1,0.53,0.71,0.51,0.85,0.62,0.68,0.71,24.7
Gr*-Divf-Dyn-InvSim-0.4-0.9,2,0.38,0.68,0.45,0.86,0.53,0.65,0.7,24.7
Gr*-Divf-Dyn-InvSim-0.4-0.9,3,0.31,0.66,0.38,0.87,0.49,0.62,0.69,25.28
Gr*-Divf-Dyn-InvSim-0.4-0.9,4,0.27,0.65,0.35,0.86,0.46,0.6,0.69,25.86
Gr*-Divf-Dyn-InvSim-0.4-0.9,5,0.24,0.63,0.28,0.86,0.44,0.57,0.7,25.86
Gr*-Divf-Dyn-InvSim-0.4-0.9,6,0.22,0.61,0.25,0.86,0.42,0.55,0.7,25.86
Gr*-Divf-Dyn-InvSim-0.4-0.9,7,0.2,0.6,0.24,0.86,0.4,0.55,0.71,26.39
Gr*-Divf-Dyn-InvSim-0.4-0.9,8,0.21,0.58,0.16,0.86,0.39,0.51,0.71,26.39
Gr*-Divf-Dyn-InvSim-0.4-0.9,9,0.21,0.54,0.1,0.85,0.37,0.48,0.71,26.39
Gr*-Divf-Dyn-InvSim-0.4-0.0,0,0.95,0.89,0.99,0.47,0.92,0.73,0.0,8.34
Gr*-Divf-Dyn-InvSim-0.4-0.0,1,0.95,0.74,0.95,0.47,0.84,0.71,0.94,8.34
Gr*-Divf-Dyn-InvSim-0.4-0.0,2,0.95,0.73,0.95,0.29,0.84,0.62,0.95,8.34
Gr*-Divf-Dyn-InvSim-0.4-0.0,3,0.94,0.7,0.9,0.22,0.82,0.56,0.96,8.53
Gr*-Divf-Dyn-InvSim-0.4-0.0,4,0.94,0.64,0.94,0.16,0.79,0.55,0.97,8.71
Gr*-Divf-Dyn-InvSim-0.4-0.0,5,0.93,0.63,0.9,0.16,0.78,0.53,0.97,8.71
Gr*-Divf-Dyn-InvSim-0.4-0.0,6,0.93,0.6,0.88,0.11,0.76,0.5,0.98,8.71
Gr*-Divf-Dyn-InvSim-0.4-0.0,7,0.87,0.6,0.79,0.16,0.73,0.47,0.98,9.05
Gr*-Divf-Dyn-InvSim-0.4-0.0,8,0.73,0.65,0.5,0.24,0.69,0.37,0.98,9.05
Gr*-Divf-Dyn-InvSim-0.4-0.0,9,0.57,0.61,0.18,0.28,0.59,0.23,0.98,9.45
Gr*-Divf-Dyn-InvSim-0.0-1.0,0,0.58,0.84,0.54,0.96,0.71,0.75,0.0,25.0
Gr*-Divf-Dyn-InvSim-0.0-1.0,1,0.49,0.72,0.48,0.86,0.6,0.67,0.67,25.0
Gr*-Divf-Dyn-InvSim-0.0-1.0,2,0.34,0.68,0.45,0.87,0.51,0.66,0.67,25.0
Gr*-Divf-Dyn-InvSim-0.0-1.0,3,0.31,0.68,0.37,0.89,0.49,0.63,0.68,25.56
Gr*-Divf-Dyn-InvSim-0.0-1.0,4,0.26,0.65,0.33,0.88,0.46,0.61,0.68,26.14
Gr*-Divf-Dyn-InvSim-0.0-1.0,5,0.25,0.63,0.26,0.88,0.44,0.57,0.68,26.14
Gr*-Divf-Dyn-InvSim-0.0-1.0,6,0.22,0.61,0.25,0.88,0.41,0.57,0.69,26.14
Gr*-Divf-Dyn-InvSim-0.0-1.0,7,0.2,0.6,0.22,0.89,0.4,0.55,0.69,26.68
Gr*-Divf-Dyn-InvSim-0.0-1.0,8,0.21,0.58,0.15,0.89,0.39,0.52,0.69,26.68
Gr*-Divf-Dyn-InvSim-0.0-1.0,9,0.21,0.54,0.11,0.89,0.37,0.5,0.69,26.68
Gr*-Divf-Def-InvSim-0.6-0.0,0,0.97,0.93,0.99,0.48,0.95,0.74,0.0,3.34
Gr*-Divf-Def-InvSim-0.6-0.0,1,0.98,0.78,0.99,0.42,0.88,0.7,0.93,3.34
Gr*-Divf-Def-InvSim-0.6-0.0,2,0.97,0.75,0.94,0.33,0.86,0.64,0.94,3.34
Gr*-Divf-Def-InvSim-0.6-0.0,3,0.98,0.69,0.97,0.21,0.84,0.59,0.96,3.37
Gr*-Divf-Def-InvSim-0.6-0.0,4,0.98,0.67,0.97,0.15,0.83,0.56,0.97,3.45
Gr*-Divf-Def-InvSim-0.6-0.0,5,0.99,0.57,0.99,0.11,0.78,0.55,0.98,3.45
Gr*-Divf-Def-InvSim-0.6-0.0,6,0.95,0.54,0.88,0.12,0.74,0.5,0.98,3.45
Gr*-Divf-Def-InvSim-0.6-0.0,7,0.89,0.59,0.67,0.14,0.74,0.41,0.99,3.45
Gr*-Divf-Def-InvSim-0.6-0.0,8,0.75,0.65,0.38,0.24,0.7,0.31,0.99,3.45
Gr*-Divf-Def-InvSim-0.6-0.0,9,0.74,0.56,0.21,0.15,0.65,0.18,0.99,3.49
Gr*-Divf-Def-InvSim-0.4-0.9,0,0.62,0.84,0.56,0.97,0.73,0.76,0.0,12.14
Gr*-Divf-Def-InvSim-0.4-0.9,1,0.52,0.7,0.48,0.96,0.61,0.72,0.62,12.14
Gr*-Divf-Def-InvSim-0.4-0.9,2,0.36,0.68,0.43,0.96,0.52,0.7,0.6,12.4
Gr*-Divf-Def-InvSim-0.4-0.9,3,0.3,0.69,0.39,0.95,0.49,0.67,0.6,12.6
Gr*-Divf-Def-InvSim-0.4-0.9,4,0.29,0.66,0.35,0.96,0.47,0.66,0.61,12.6
Gr*-Divf-Def-InvSim-0.4-0.9,5,0.26,0.63,0.33,0.94,0.44,0.64,0.61,12.6
Gr*-Divf-Def-InvSim-0.4-0.9,6,0.25,0.64,0.27,0.95,0.44,0.61,0.62,12.6
Gr*-Divf-Def-InvSim-0.4-0.9,7,0.23,0.6,0.26,0.95,0.41,0.61,0.62,12.6
Gr*-Divf-Def-InvSim-0.4-0.9,8,0.23,0.59,0.2,0.95,0.41,0.58,0.63,12.76
Gr*-Divf-Def-InvSim-0.4-0.9,9,0.22,0.54,0.18,0.95,0.38,0.56,0.63,12.76
Gr*-Divf-Def-InvSim-0.4-0.0,0,0.94,0.81,0.98,0.5,0.88,0.74,0.0,4.25
Gr*-Divf-Def-InvSim-0.4-0.0,1,0.93,0.7,0.92,0.5,0.81,0.71,0.93,4.25
Gr*-Divf-Def-InvSim-0.4-0.0,2,0.94,0.65,0.93,0.32,0.79,0.63,0.94,4.33
Gr*-Divf-Def-InvSim-0.4-0.0,3,0.94,0.61,0.91,0.25,0.77,0.58,0.96,4.36
Gr*-Divf-Def-InvSim-0.4-0.0,4,0.8,0.65,0.77,0.36,0.72,0.57,0.96,4.36
Gr*-Divf-Def-InvSim-0.4-0.0,5,0.8,0.54,0.74,0.36,0.67,0.55,0.96,4.36
Gr*-Divf-Def-InvSim-0.4-0.0,6,0.82,0.49,0.74,0.21,0.65,0.48,0.96,4.36
Gr*-Divf-Def-InvSim-0.4-0.0,7,0.71,0.54,0.54,0.26,0.63,0.4,0.96,4.39
Gr*-Divf-Def-InvSim-0.4-0.0,8,0.58,0.58,0.27,0.29,0.58,0.28,0.98,4.46
Gr*-Divf-Def-InvSim-0.4-0.0,9,0.54,0.47,0.12,0.18,0.5,0.15,0.98,4.51
Gr*-Divf-Def-InvSim-0.0-1.0,0,0.54,0.81,0.54,1.0,0.68,0.77,0.0,12.55
Gr*-Divf-Def-InvSim-0.0-1.0,1,0.41,0.71,0.45,1.0,0.56,0.72,0.55,12.55
Gr*-Divf-Def-InvSim-0.0-1.0,2,0.29,0.71,0.39,1.0,0.5,0.7,0.55,12.79
Gr*-Divf-Def-InvSim-0.0-1.0,3,0.27,0.69,0.38,1.0,0.48,0.69,0.55,13.0
Gr*-Divf-Def-InvSim-0.0-1.0,4,0.28,0.64,0.34,1.0,0.46,0.67,0.56,13.0
Gr*-Divf-Def-InvSim-0.0-1.0,5,0.23,0.64,0.31,1.0,0.44,0.66,0.56,13.0
Gr*-Divf-Def-InvSim-0.0-1.0,6,0.24,0.63,0.27,1.0,0.43,0.63,0.57,13.0
Gr*-Divf-Def-InvSim-0.0-1.0,7,0.23,0.6,0.24,1.0,0.41,0.62,0.57,13.0
Gr*-Divf-Def-InvSim-0.0-1.0,8,0.22,0.58,0.21,1.0,0.4,0.6,0.58,13.15
Gr*-Divf-Def-InvSim-0.0-1.0,9,0.23,0.55,0.15,1.0,0.39,0.58,0.59,13.15
GenZ-Divf-Dyn-InvSim-0.6-0.0,0,1.0,0.94,1.0,0.49,0.97,0.75,0.0,54.66
GenZ-Divf-Dyn-InvSim-0.6-0.0,1,1.0,0.86,1.0,0.47,0.93,0.74,0.78,54.66
GenZ-Divf-Dyn-InvSim-0.6-0.0,2,0.98,0.83,0.96,0.49,0.91,0.72,0.79,54.66
GenZ-Divf-Dyn-InvSim-0.6-0.0,3,1.0,0.74,0.99,0.47,0.87,0.73,0.82,55.91
GenZ-Divf-Dyn-InvSim-0.6-0.0,4,0.99,0.73,0.98,0.44,0.86,0.71,0.85,57.21
GenZ-Divf-Dyn-InvSim-0.6-0.0,5,0.98,0.7,0.98,0.44,0.84,0.71,0.87,57.21
GenZ-Divf-Dyn-InvSim-0.6-0.0,6,0.97,0.7,0.92,0.37,0.83,0.65,0.88,57.21
GenZ-Divf-Dyn-InvSim-0.6-0.0,7,0.97,0.68,0.95,0.27,0.82,0.61,0.89,58.59
GenZ-Divf-Dyn-InvSim-0.6-0.0,8,0.96,0.72,0.91,0.16,0.84,0.53,0.91,58.59
GenZ-Divf-Dyn-InvSim-0.6-0.0,9,0.92,0.67,0.79,0.2,0.8,0.49,0.92,58.59
GenZ-Divf-Dyn-InvSim-0.4-0.9,0,0.66,0.82,0.6,0.96,0.74,0.78,0.0,59.68
GenZ-Divf-Dyn-InvSim-0.4-0.9,1,0.63,0.77,0.6,0.95,0.7,0.77,0.35,59.68
GenZ-Divf-Dyn-InvSim-0.4-0.9,2,0.58,0.73,0.6,0.94,0.65,0.77,0.4,61.05
GenZ-Divf-Dyn-InvSim-0.4-0.9,3,0.57,0.71,0.62,0.92,0.64,0.77,0.44,62.38
GenZ-Divf-Dyn-InvSim-0.4-0.9,4,0.54,0.7,0.57,0.95,0.62,0.76,0.47,62.38
GenZ-Divf-Dyn-InvSim-0.4-0.9,5,0.51,0.68,0.58,0.92,0.6,0.75,0.5,62.38
GenZ-Divf-Dyn-InvSim-0.4-0.9,6,0.47,0.67,0.54,0.93,0.57,0.73,0.52,62.38
GenZ-Divf-Dyn-InvSim-0.4-0.9,7,0.41,0.67,0.53,0.9,0.54,0.72,0.54,62.38
GenZ-Divf-Dyn-InvSim-0.4-0.9,8,0.32,0.68,0.49,0.92,0.5,0.7,0.56,63.73
GenZ-Divf-Dyn-InvSim-0.4-0.9,9,0.32,0.64,0.4,0.92,0.48,0.66,0.59,65.1
GenZ-Divf-Dyn-InvSim-0.4-0.0,0,1.0,0.9,1.0,0.46,0.95,0.73,0.0,49.41
GenZ-Divf-Dyn-InvSim-0.4-0.0,1,0.97,0.82,0.94,0.53,0.89,0.73,0.8,49.41
GenZ-Divf-Dyn-InvSim-0.4-0.0,2,0.98,0.74,0.96,0.5,0.86,0.73,0.8,50.53
GenZ-Divf-Dyn-InvSim-0.4-0.0,3,0.96,0.71,0.94,0.5,0.83,0.72,0.83,51.69
GenZ-Divf-Dyn-InvSim-0.4-0.0,4,0.98,0.68,0.97,0.46,0.83,0.72,0.85,52.93
GenZ-Divf-Dyn-InvSim-0.4-0.0,5,0.94,0.67,0.91,0.53,0.8,0.72,0.86,54.17
GenZ-Divf-Dyn-InvSim-0.4-0.0,6,0.89,0.68,0.86,0.51,0.79,0.69,0.87,54.17
GenZ-Divf-Dyn-InvSim-0.4-0.0,7,0.9,0.66,0.86,0.38,0.78,0.62,0.88,54.17
GenZ-Divf-Dyn-InvSim-0.4-0.0,8,0.83,0.69,0.8,0.35,0.76,0.58,0.89,54.17
GenZ-Divf-Dyn-InvSim-0.4-0.0,9,0.81,0.67,0.77,0.33,0.74,0.55,0.9,55.44
GenZ-Divf-Dyn-InvSim-0.0-1.0,0,0.57,0.81,0.57,1.0,0.69,0.78,0.0,61.02
GenZ-Divf-Dyn-InvSim-0.0-1.0,1,0.53,0.77,0.56,1.0,0.65,0.78,0.3,61.02
GenZ-Divf-Dyn-InvSim-0.0-1.0,2,0.52,0.72,0.56,1.0,0.62,0.78,0.34,62.42
GenZ-Divf-Dyn-InvSim-0.0-1.0,3,0.48,0.7,0.57,1.0,0.59,0.78,0.38,63.81
GenZ-Divf-Dyn-InvSim-0.0-1.0,4,0.43,0.69,0.56,1.0,0.56,0.78,0.41,63.81
GenZ-Divf-Dyn-InvSim-0.0-1.0,5,0.42,0.69,0.52,1.0,0.55,0.76,0.44,63.81
GenZ-Divf-Dyn-InvSim-0.0-1.0,6,0.39,0.68,0.5,1.0,0.54,0.75,0.47,65.22
GenZ-Divf-Dyn-InvSim-0.0-1.0,7,0.34,0.66,0.49,1.0,0.5,0.74,0.49,65.22
GenZ-Divf-Dyn-InvSim-0.0-1.0,8,0.29,0.67,0.45,1.0,0.48,0.72,0.51,66.63
GenZ-Divf-Dyn-InvSim-0.0-1.0,9,0.28,0.62,0.38,1.0,0.45,0.69,0.53,66.63
GenZ-Divf-Def-InvSim-0.6-0.0,0,1.0,0.93,1.0,0.5,0.97,0.75,0.0,53.7
GenZ-Divf-Def-InvSim-0.6-0.0,1,1.0,0.87,1.0,0.46,0.93,0.73,0.78,53.7
GenZ-Divf-Def-InvSim-0.6-0.0,2,0.98,0.84,0.95,0.48,0.91,0.72,0.78,53.7
GenZ-Divf-Def-InvSim-0.6-0.0,3,1.0,0.73,1.0,0.47,0.87,0.73,0.82,54.91
GenZ-Divf-Def-InvSim-0.6-0.0,4,0.99,0.71,1.0,0.45,0.85,0.72,0.85,56.19
GenZ-Divf-Def-InvSim-0.6-0.0,5,1.0,0.67,0.99,0.45,0.84,0.72,0.86,56.19
GenZ-Divf-Def-InvSim-0.6-0.0,6,0.97,0.69,0.94,0.37,0.83,0.65,0.88,56.19
GenZ-Divf-Def-InvSim-0.6-0.0,7,0.98,0.66,0.96,0.28,0.82,0.62,0.89,57.54
GenZ-Divf-Def-InvSim-0.6-0.0,8,0.95,0.69,0.9,0.2,0.82,0.55,0.91,57.54
GenZ-Divf-Def-InvSim-0.6-0.0,9,0.92,0.65,0.82,0.21,0.79,0.52,0.92,57.54
GenZ-Divf-Def-InvSim-0.4-0.9,0,0.68,0.83,0.61,0.95,0.75,0.78,0.0,58.02
GenZ-Divf-Def-InvSim-0.4-0.9,1,0.62,0.77,0.6,0.95,0.7,0.77,0.38,58.02
GenZ-Divf-Def-InvSim-0.4-0.9,2,0.6,0.73,0.61,0.94,0.67,0.77,0.4,59.35
GenZ-Divf-Def-InvSim-0.4-0.9,3,0.57,0.71,0.61,0.94,0.64,0.78,0.44,60.67
GenZ-Divf-Def-InvSim-0.4-0.9,4,0.53,0.7,0.58,0.93,0.62,0.76,0.48,60.67
GenZ-Divf-Def-InvSim-0.4-0.9,5,0.49,0.7,0.56,0.93,0.6,0.75,0.5,60.67
GenZ-Divf-Def-InvSim-0.4-0.9,6,0.45,0.67,0.55,0.93,0.56,0.74,0.52,60.67
GenZ-Divf-Def-InvSim-0.4-0.9,7,0.39,0.67,0.49,0.94,0.53,0.72,0.54,60.67
GenZ-Divf-Def-InvSim-0.4-0.9,8,0.36,0.64,0.5,0.89,0.5,0.7,0.56,61.98
GenZ-Divf-Def-InvSim-0.4-0.9,9,0.32,0.64,0.4,0.94,0.48,0.67,0.59,63.3
GenZ-Divf-Def-InvSim-0.4-0.0,0,1.0,0.9,1.0,0.44,0.95,0.72,0.0,49.7
GenZ-Divf-Def-InvSim-0.4-0.0,1,0.96,0.83,0.93,0.55,0.9,0.74,0.79,49.7
GenZ-Divf-Def-InvSim-0.4-0.0,2,0.98,0.76,0.95,0.51,0.87,0.73,0.79,50.84
GenZ-Divf-Def-InvSim-0.4-0.0,3,0.96,0.71,0.94,0.5,0.83,0.72,0.82,52.0
